session_id,username,remote_address,remote_port,status,timestamp,hour,day_of_week,username_enc,remote_address_enc,status_enc,anomaly,cluster
7625-7720,alice,172.16.0.236,3389,failed,2025-07-06 14:45:17,14,6,1,406,2,1,2
1745-5071,alice,10.0.0.206,3389,failed,2025-07-29 08:12:15,8,1,1,119,2,1,2
7931-7586,test,10.0.0.98,3389,disconnected,2025-07-09 20:12:16,20,2,8,252,1,1,2
5297-9606,alice,198.51.100.79,3389,disconnected,2025-07-08 03:10:54,3,1,1,993,1,1,1
1177-7750,alice,192.168.1.166,3389,disconnected,2025-07-18 09:44:13,9,4,1,582,1,1,1
3312-9534,root,198.51.100.154,3389,connected,2025-07-10 04:55:03,4,3,7,823,0,1,1
3589-4739,rdp_user,10.0.0.208,3389,connected,2025-07-29 20:36:04,20,1,5,121,0,1,2
9972-9555,user1,192.168.1.93,3389,connected,2025-07-02 22:40:52,22,2,9,755,0,1,0
3194-9325,bob,198.51.100.87,3389,connected,2025-07-21 06:46:37,6,0,2,1002,0,1,1
4852-4627,user1,10.0.0.54,3389,failed,2025-07-21 23:08:43,23,0,9,204,2,-1,2
9390-4658,root,192.168.1.177,3389,disconnected,2025-07-04 13:55:43,13,4,7,594,1,1,2
1132-6794,john,198.51.100.153,3389,connected,2025-07-12 02:53:09,2,5,4,822,0,1,1
1360-4306,john,172.16.0.165,3389,connected,2025-07-01 19:45:11,19,1,4,327,0,1,2
6501-4019,admin,10.0.0.112,3389,failed,2025-07-29 18:45:52,18,1,0,15,2,1,2
8593-5506,admin,172.16.0.86,3389,failed,2025-07-12 06:59:41,6,5,0,493,2,1,1
1565-9501,bob,198.51.100.147,3389,connected,2025-07-11 19:22:49,19,4,2,815,0,1,0
7274-1153,rdp_user,203.0.113.30,3389,failed,2025-07-06 21:37:34,21,6,5,1194,2,1,0
6979-1666,alice,203.0.113.97,3389,failed,2025-07-24 03:48:02,3,3,1,1267,2,1,1
8898-5294,alice,203.0.113.41,3389,failed,2025-07-28 09:49:09,9,0,1,1206,2,1,0
8550-7290,admin,10.0.0.99,3389,connected,2025-07-08 19:33:00,19,1,0,253,0,1,2
9043-1593,test,10.0.0.101,3389,failed,2025-07-29 06:23:13,6,1,8,3,2,1,2
2528-3074,remote,198.51.100.86,3389,disconnected,2025-07-27 04:09:03,4,6,6,1001,1,1,1
9517-7184,user1,192.168.1.125,3389,connected,2025-07-18 04:50:35,4,4,9,537,0,1,1
6264-3595,test,203.0.113.109,3389,connected,2025-07-11 19:09:23,19,4,8,1027,0,1,0
7752-2558,john,203.0.113.204,3389,disconnected,2025-07-02 13:44:05,13,2,4,1133,1,1,0
1284-2266,admin,192.168.1.220,3389,failed,2025-07-03 13:00:58,13,3,0,643,2,1,0
8806-4990,rdp_user,198.51.100.84,3389,connected,2025-07-15 15:15:09,15,1,5,999,0,1,0
7365-4710,alice,203.0.113.13,3389,failed,2025-07-08 00:22:48,0,1,1,1050,2,1,1
3971-2092,test,192.168.1.127,3389,failed,2025-07-24 22:58:32,22,3,8,539,2,1,2
5719-2221,john,172.16.0.38,3389,failed,2025-07-07 10:30:17,10,0,4,440,2,1,2
2687-4502,rdp_user,172.16.0.254,3389,disconnected,2025-07-18 13:58:11,13,4,5,426,1,1,2
5946-3141,guest,10.0.0.224,3389,connected,2025-07-29 19:04:06,19,1,3,139,0,1,2
8277-9331,user1,192.168.1.237,3389,connected,2025-07-07 14:37:20,14,0,9,661,0,1,2
6290-8030,remote,192.168.1.13,3389,failed,2025-07-13 13:17:01,13,6,6,542,2,1,2
7315-9601,admin,198.51.100.122,3389,disconnected,2025-07-23 00:15:56,0,2,0,788,1,1,1
7831-3943,john,203.0.113.58,3389,disconnected,2025-07-08 01:07:19,1,1,4,1224,1,1,1
7587-7834,john,192.168.1.55,3389,disconnected,2025-07-06 02:55:15,2,6,4,713,1,1,1
6810-5630,admin,172.16.0.53,3389,connected,2025-07-02 07:57:08,7,2,0,457,0,1,1
1460-6832,rdp_user,172.16.0.226,3389,failed,2025-07-17 02:39:22,2,3,5,395,2,1,1
1936-7284,remote,203.0.113.60,3389,failed,2025-07-29 15:24:35,15,1,6,1227,2,1,0
6375-5263,test,10.0.0.165,3389,failed,2025-07-19 18:56:47,18,5,8,73,2,1,2
4403-1154,root,203.0.113.166,3389,failed,2025-07-05 05:13:18,5,5,7,1090,2,1,1
6058-4582,rdp_user,203.0.113.19,3389,connected,2025-07-05 03:19:24,3,5,5,1116,0,1,1
6390-2575,admin,10.0.0.120,3389,failed,2025-07-15 16:37:58,16,1,0,24,2,1,2
9945-9351,john,172.16.0.182,3389,disconnected,2025-07-08 16:32:00,16,1,4,346,1,1,2
5558-8362,john,203.0.113.60,3389,connected,2025-07-25 00:54:08,0,4,4,1227,0,1,1
2007-1353,bob,192.168.1.97,3389,failed,2025-07-19 16:48:23,16,5,2,759,2,1,0
8275-2542,john,172.16.0.225,3389,connected,2025-07-17 11:05:32,11,3,4,394,0,1,2
7033-6323,alice,192.168.1.111,3389,failed,2025-07-29 21:02:37,21,1,1,522,2,1,2
1400-5482,bob,198.51.100.145,3389,disconnected,2025-07-16 14:53:03,14,2,2,813,1,1,0
8598-7568,bob,172.16.0.140,3389,connected,2025-07-26 18:58:05,18,5,2,300,0,1,2
3170-2978,remote,198.51.100.115,3389,disconnected,2025-07-16 22:34:37,22,2,6,780,1,1,0
9247-1419,admin,192.168.1.98,3389,failed,2025-07-07 11:43:42,11,0,0,760,2,1,1
3606-5084,bob,10.0.0.150,3389,disconnected,2025-07-22 22:29:17,22,1,2,57,1,1,2
9241-1820,user1,192.168.1.211,3389,failed,2025-07-04 17:52:55,17,4,9,633,2,1,2
3109-8446,guest,192.168.1.238,3389,disconnected,2025-07-21 10:55:11,10,0,3,662,1,1,1
5762-8620,remote,198.51.100.150,3389,connected,2025-07-15 18:19:10,18,1,6,819,0,1,0
2481-6086,test,192.168.1.15,3389,failed,2025-07-04 20:35:13,20,4,8,564,2,1,2
5578-7369,guest,198.51.100.220,3389,connected,2025-07-16 19:24:40,19,2,3,897,0,1,0
8478-9904,bob,198.51.100.248,3389,failed,2025-07-02 17:22:23,17,2,2,927,2,1,0
2713-2041,user1,203.0.113.41,3389,failed,2025-07-29 01:34:46,1,1,9,1206,2,1,1
4084-9425,admin,10.0.0.30,3389,failed,2025-07-26 06:46:57,6,5,0,178,2,1,1
3277-7959,john,192.168.1.41,3389,failed,2025-07-02 15:37:52,15,2,4,698,2,1,0
8142-6674,test,172.16.0.206,3389,disconnected,2025-07-09 00:40:44,0,2,8,373,1,1,1
2620-4929,remote,192.168.1.217,3389,failed,2025-07-20 05:55:14,5,6,6,639,2,1,1
7675-7946,rdp_user,192.168.1.107,3389,disconnected,2025-07-05 18:38:08,18,5,5,517,1,1,2
3876-3012,test,10.0.0.95,3389,failed,2025-07-23 07:05:06,7,2,8,249,2,1,2
3550-5948,rdp_user,203.0.113.232,3389,connected,2025-07-10 18:30:37,18,3,5,1164,0,1,0
6063-4996,root,198.51.100.27,3389,disconnected,2025-07-20 17:55:38,17,6,7,936,1,1,0
7284-1225,test,192.168.1.71,3389,disconnected,2025-07-06 20:17:00,20,6,8,731,1,1,0
4475-2315,rdp_user,172.16.0.27,3389,failed,2025-07-03 20:31:42,20,3,5,428,2,1,2
8666-2827,test,10.0.0.94,3389,disconnected,2025-07-02 10:04:02,10,2,8,248,1,1,2
8634-1469,bob,198.51.100.93,3389,failed,2025-07-03 10:07:08,10,3,2,1009,2,1,0
2174-2029,guest,203.0.113.251,3389,connected,2025-07-11 20:01:39,20,4,3,1185,0,1,0
3061-7713,alice,172.16.0.37,3389,failed,2025-07-30 05:19:32,5,2,1,439,2,1,1
4122-3444,remote,172.16.0.224,3389,connected,2025-07-18 12:56:19,12,4,6,393,0,1,2
5003-3919,guest,172.16.0.45,3389,connected,2025-07-13 21:48:52,21,6,3,448,0,1,2
7498-5579,user1,172.16.0.44,3389,connected,2025-07-23 00:57:15,0,2,9,447,0,1,1
8316-1853,root,198.51.100.244,3389,disconnected,2025-07-19 21:59:41,21,5,7,923,1,1,0
4723-8782,bob,10.0.0.156,3389,disconnected,2025-07-09 21:31:00,21,2,2,63,1,1,2
1935-5464,guest,198.51.100.7,3389,failed,2025-07-04 03:46:51,3,4,3,983,2,1,1
8776-7706,test,203.0.113.107,3389,failed,2025-07-26 05:02:58,5,5,8,1025,2,1,1
7774-6859,alice,172.16.0.117,3389,connected,2025-07-13 14:10:41,14,6,1,274,0,1,2
6269-2399,alice,10.0.0.248,3389,disconnected,2025-07-06 17:57:03,17,6,1,165,1,1,2
1020-7974,john,198.51.100.27,3389,failed,2025-07-25 14:47:38,14,4,4,936,2,1,0
4705-4394,john,10.0.0.214,3389,connected,2025-07-10 20:32:17,20,3,4,128,0,1,2
7675-9329,alice,10.0.0.189,3389,connected,2025-07-20 07:47:24,7,6,1,99,0,1,2
6246-1268,bob,203.0.113.212,3389,disconnected,2025-07-07 23:59:27,23,0,2,1142,1,1,0
4743-8167,admin,10.0.0.96,3389,disconnected,2025-07-12 15:40:21,15,5,0,250,1,1,2
7026-1523,user1,172.16.0.196,3389,connected,2025-07-21 19:38:21,19,0,9,361,0,1,2
4514-9579,user1,10.0.0.176,3389,connected,2025-07-06 14:03:52,14,6,9,85,0,1,2
5945-8106,guest,10.0.0.147,3389,disconnected,2025-07-12 14:23:42,14,5,3,53,1,1,2
3510-4950,bob,10.0.0.230,3389,disconnected,2025-07-21 17:52:24,17,0,2,146,1,1,2
4374-3460,john,192.168.1.94,3389,connected,2025-07-14 01:13:44,1,0,4,756,0,1,1
5274-1254,rdp_user,192.168.1.239,3389,failed,2025-07-04 16:32:10,16,4,5,663,2,1,0
9526-4031,john,198.51.100.168,3389,failed,2025-07-11 21:36:46,21,4,4,838,2,1,0
8652-1310,test,203.0.113.228,3389,failed,2025-07-04 09:34:02,9,4,8,1159,2,1,0
4008-5204,rdp_user,203.0.113.130,3389,disconnected,2025-07-07 04:55:49,4,0,5,1051,1,1,1
1306-4074,test,198.51.100.210,3389,connected,2025-07-11 07:40:52,7,4,8,886,0,1,1
4384-5168,user1,172.16.0.178,3389,failed,2025-07-10 07:21:58,7,3,9,341,2,1,1
6572-2689,guest,172.16.0.135,3389,disconnected,2025-07-27 06:02:23,6,6,3,294,1,1,1
4875-9232,alice,203.0.113.87,3389,disconnected,2025-07-05 08:55:17,8,5,1,1256,1,1,0
3583-3416,root,203.0.113.115,3389,disconnected,2025-07-11 03:42:34,3,4,7,1034,1,1,1
4871-2326,admin,203.0.113.90,3389,disconnected,2025-07-12 18:36:29,18,5,0,1260,1,1,0
8792-6225,john,203.0.113.136,3389,disconnected,2025-07-18 04:17:10,4,4,4,1057,1,1,1
5744-7755,guest,203.0.113.233,3389,disconnected,2025-07-14 20:52:33,20,0,3,1165,1,1,0
7085-3286,remote,192.168.1.125,3389,disconnected,2025-07-07 10:32:06,10,0,6,537,1,1,1
5493-4796,guest,10.0.0.68,3389,failed,2025-07-27 16:54:38,16,6,3,219,2,1,2
7351-6205,root,203.0.113.72,3389,connected,2025-07-01 13:49:28,13,1,7,1240,0,1,0
1240-9539,root,198.51.100.10,3389,failed,2025-07-17 07:56:44,7,3,7,763,2,1,1
3580-1057,root,198.51.100.93,3389,disconnected,2025-07-15 19:53:34,19,1,7,1009,1,1,0
4028-4329,john,203.0.113.4,3389,failed,2025-07-23 19:45:32,19,2,4,1204,2,1,0
1661-9838,john,172.16.0.75,3389,disconnected,2025-07-13 05:29:04,5,6,4,481,1,1,1
8100-1183,alice,10.0.0.94,3389,disconnected,2025-07-15 14:47:29,14,1,1,248,1,1,2
5120-7638,guest,172.16.0.16,3389,failed,2025-07-03 17:18:17,17,3,3,321,2,1,2
1092-2723,admin,198.51.100.208,3389,failed,2025-07-21 08:11:58,8,0,0,883,2,1,1
4269-4692,admin,172.16.0.244,3389,disconnected,2025-07-10 05:39:10,5,3,0,415,1,1,1
8874-4592,root,203.0.113.177,3389,disconnected,2025-07-01 01:07:46,1,1,7,1102,1,1,1
5928-4874,remote,192.168.1.81,3389,connected,2025-07-18 16:43:20,16,4,6,742,0,1,0
5122-4444,bob,172.16.0.2,3389,disconnected,2025-07-01 22:28:40,22,1,2,365,1,1,2
4026-2007,alice,192.168.1.117,3389,connected,2025-07-07 08:26:03,8,0,1,528,0,1,1
8429-1361,guest,172.16.0.29,3389,disconnected,2025-07-26 09:55:11,9,5,3,430,1,1,1
8644-9549,root,172.16.0.147,3389,disconnected,2025-07-05 04:59:50,4,5,7,307,1,1,1
3565-8098,rdp_user,10.0.0.191,3389,connected,2025-07-24 12:45:46,12,3,5,102,0,1,2
7724-5784,test,192.168.1.189,3389,disconnected,2025-07-06 07:49:17,7,6,8,607,1,1,1
1989-3680,rdp_user,198.51.100.180,3389,failed,2025-07-19 19:45:24,19,5,5,852,2,1,0
3283-5684,alice,203.0.113.152,3389,disconnected,2025-07-17 02:51:36,2,3,1,1075,1,1,1
4836-9595,user1,192.168.1.240,3389,connected,2025-07-22 13:27:32,13,1,9,665,0,1,2
1651-2473,rdp_user,203.0.113.204,3389,failed,2025-07-01 16:21:02,16,1,5,1133,2,1,0
3913-1583,remote,172.16.0.174,3389,connected,2025-07-26 01:52:08,1,5,6,337,0,1,1
9168-5207,test,192.168.1.161,3389,disconnected,2025-07-18 23:05:15,23,4,8,577,1,1,2
6622-7180,admin,203.0.113.169,3389,failed,2025-07-11 09:35:40,9,4,0,1093,2,1,0
2468-3895,john,203.0.113.53,3389,disconnected,2025-07-26 11:31:14,11,5,4,1219,1,1,0
9683-2015,test,198.51.100.247,3389,failed,2025-07-27 12:37:12,12,6,8,926,2,1,0
8198-1396,admin,198.51.100.230,3389,disconnected,2025-07-23 08:12:56,8,2,0,908,1,1,1
4904-7225,alice,10.0.0.103,3389,failed,2025-07-01 09:06:46,9,1,1,5,2,1,2
5251-3828,bob,172.16.0.130,3389,failed,2025-07-10 10:16:49,10,3,2,289,2,1,2
8554-4762,user1,203.0.113.208,3389,disconnected,2025-07-26 06:09:27,6,5,9,1137,1,1,1
4203-3316,guest,10.0.0.42,3389,disconnected,2025-07-02 12:55:06,12,2,3,191,1,1,2
3364-3891,john,203.0.113.130,3389,disconnected,2025-07-26 23:10:10,23,5,4,1051,1,1,0
2187-9779,alice,203.0.113.119,3389,disconnected,2025-07-05 09:05:28,9,5,1,1038,1,1,0
2114-8404,test,172.16.0.71,3389,failed,2025-07-29 12:37:42,12,1,8,477,2,1,2
8163-5356,test,172.16.0.34,3389,disconnected,2025-07-25 18:00:25,18,4,8,436,1,1,2
3013-1180,admin,192.168.1.235,3389,disconnected,2025-07-17 12:59:23,12,3,0,659,1,1,0
8355-8742,user1,192.168.1.11,3389,failed,2025-07-27 11:22:27,11,6,9,520,2,1,2
6318-5187,guest,198.51.100.29,3389,disconnected,2025-07-20 10:11:20,10,6,3,938,1,1,0
5081-5384,bob,203.0.113.91,3389,failed,2025-07-26 18:15:53,18,5,2,1261,2,1,0
4747-3632,alice,198.51.100.125,3389,failed,2025-07-12 21:36:26,21,5,1,791,2,1,0
4661-8783,admin,172.16.0.88,3389,failed,2025-07-26 10:25:42,10,5,0,495,2,1,1
4249-3445,rdp_user,203.0.113.106,3389,failed,2025-07-27 15:25:48,15,6,5,1024,2,1,0
2868-9347,root,192.168.1.57,3389,failed,2025-07-11 01:30:01,1,4,7,715,2,1,1
9103-6768,remote,198.51.100.32,3389,connected,2025-07-17 12:08:43,12,3,6,942,0,1,0
5262-9355,guest,198.51.100.39,3389,connected,2025-07-23 20:23:56,20,2,3,949,0,1,0
4563-5298,root,10.0.0.23,3389,failed,2025-07-26 21:44:22,21,5,7,145,2,1,2
8256-2034,admin,172.16.0.198,3389,connected,2025-07-04 15:51:29,15,4,0,363,0,1,2
1511-3400,user1,172.16.0.27,3389,connected,2025-07-24 20:42:24,20,3,9,428,0,1,2
5621-3954,user1,203.0.113.68,3389,disconnected,2025-07-21 14:17:52,14,0,9,1235,1,1,0
8565-1958,guest,172.16.0.245,3389,connected,2025-07-24 13:22:56,13,3,3,416,0,1,2
5709-3866,admin,192.168.1.59,3389,disconnected,2025-07-22 12:38:41,12,1,0,717,1,1,0
7885-8467,test,172.16.0.100,3389,disconnected,2025-07-26 11:23:21,11,5,8,256,1,1,2
2487-9647,remote,192.168.1.93,3389,connected,2025-07-24 09:57:36,9,3,6,755,0,1,1
3638-7318,rdp_user,198.51.100.217,3389,disconnected,2025-07-07 04:35:41,4,0,5,893,1,1,1
8031-5115,remote,172.16.0.214,3389,disconnected,2025-07-24 10:48:17,10,3,6,382,1,1,2
3463-4426,remote,192.168.1.154,3389,disconnected,2025-07-28 14:23:55,14,0,6,569,1,1,2
6668-9653,user1,198.51.100.180,3389,connected,2025-07-30 22:40:49,22,2,9,852,0,1,0
3434-6125,rdp_user,10.0.0.143,3389,failed,2025-07-01 11:04:02,11,1,5,49,2,1,2
3362-4347,john,198.51.100.61,3389,failed,2025-07-01 22:52:47,22,1,4,974,2,1,0
5558-4761,user1,203.0.113.251,3389,failed,2025-07-21 01:45:06,1,0,9,1185,2,-1,1
1412-6673,test,198.51.100.107,3389,failed,2025-07-10 22:08:46,22,3,8,771,2,1,0
5025-6145,guest,192.168.1.31,3389,disconnected,2025-07-09 03:09:55,3,2,3,687,1,1,1
7143-9537,admin,192.168.1.172,3389,disconnected,2025-07-07 18:07:23,18,0,0,589,1,1,2
8643-1723,test,192.168.1.245,3389,connected,2025-07-26 00:06:13,0,5,8,670,0,1,1
5394-4125,guest,10.0.0.41,3389,failed,2025-07-24 01:40:47,1,3,3,190,2,1,1
2165-5165,user1,10.0.0.160,3389,failed,2025-07-06 13:56:46,13,6,9,68,2,1,2
4541-1619,user1,10.0.0.234,3389,connected,2025-07-16 03:35:34,3,2,9,150,0,1,1
8198-4488,test,198.51.100.178,3389,connected,2025-07-08 19:02:34,19,1,8,849,0,1,0
3441-8682,remote,172.16.0.205,3389,failed,2025-07-03 15:19:45,15,3,6,372,2,1,2
8829-4984,root,198.51.100.44,3389,failed,2025-07-04 13:55:17,13,4,7,955,2,1,0
5915-9791,guest,192.168.1.168,3389,connected,2025-07-16 06:54:04,6,2,3,584,0,1,1
3218-2578,rdp_user,172.16.0.113,3389,connected,2025-07-13 03:37:45,3,6,5,270,0,1,1
8093-1483,rdp_user,203.0.113.173,3389,disconnected,2025-07-07 14:09:52,14,0,5,1098,1,1,0
2928-4721,remote,172.16.0.207,3389,failed,2025-07-21 07:38:41,7,0,6,374,2,1,1
2005-3223,john,192.168.1.53,3389,disconnected,2025-07-17 16:32:57,16,3,4,711,1,1,0
5510-6946,john,192.168.1.237,3389,disconnected,2025-07-18 13:33:15,13,4,4,661,1,1,0
4664-6069,john,10.0.0.3,3389,failed,2025-07-20 21:24:46,21,6,4,177,2,1,2
1425-9599,rdp_user,10.0.0.197,3389,disconnected,2025-07-07 08:04:26,8,0,5,108,1,1,2
5765-8248,rdp_user,192.168.1.168,3389,disconnected,2025-07-14 01:42:57,1,0,5,584,1,1,1
3449-1018,guest,198.51.100.8,3389,disconnected,2025-07-16 08:01:21,8,2,3,994,1,1,1
2105-3847,remote,192.168.1.232,3389,connected,2025-07-03 02:23:45,2,3,6,656,0,1,1
8563-1151,guest,10.0.0.51,3389,disconnected,2025-07-06 00:20:53,0,6,3,201,1,1,1
8264-9294,rdp_user,192.168.1.226,3389,disconnected,2025-07-03 05:04:04,5,3,5,649,1,1,1
6106-4626,rdp_user,192.168.1.196,3389,failed,2025-07-14 16:00:06,16,0,5,615,2,1,2
4200-1452,guest,172.16.0.123,3389,failed,2025-07-12 18:22:51,18,5,3,281,2,1,2
1310-2491,john,172.16.0.45,3389,failed,2025-07-10 04:27:45,4,3,4,448,2,1,1
5379-7621,admin,198.51.100.6,3389,failed,2025-07-25 03:11:47,3,4,0,972,2,1,1
4693-7472,bob,203.0.113.200,3389,disconnected,2025-07-24 08:04:41,8,3,2,1129,1,1,0
8061-4610,admin,10.0.0.104,3389,disconnected,2025-07-29 00:56:22,0,1,0,6,1,-1,1
9883-2172,rdp_user,203.0.113.230,3389,failed,2025-07-24 19:26:06,19,3,5,1162,2,1,0
8018-3230,bob,10.0.0.199,3389,disconnected,2025-07-25 22:48:42,22,4,2,110,1,1,2
3073-6370,user1,192.168.1.14,3389,connected,2025-07-10 00:04:10,0,3,9,553,0,1,1
7101-8849,alice,10.0.0.40,3389,disconnected,2025-07-02 09:20:05,9,2,1,189,1,1,2
7404-4510,user1,10.0.0.169,3389,connected,2025-07-25 03:54:51,3,4,9,77,0,1,1
7496-1312,user1,203.0.113.253,3389,failed,2025-07-25 10:14:52,10,4,9,1187,2,1,0
8948-3875,root,172.16.0.189,3389,disconnected,2025-07-02 06:28:14,6,2,7,353,1,1,1
3377-3619,root,10.0.0.29,3389,disconnected,2025-07-22 09:06:42,9,1,7,176,1,1,2
8153-4137,alice,172.16.0.240,3389,disconnected,2025-07-19 09:57:58,9,5,1,411,1,1,1
7877-4142,user1,172.16.0.142,3389,disconnected,2025-07-23 08:25:45,8,2,9,302,1,1,2
7793-6024,test,203.0.113.207,3389,disconnected,2025-07-10 20:21:22,20,3,8,1136,1,1,0
2273-6127,admin,10.0.0.244,3389,connected,2025-07-11 23:40:01,23,4,0,161,0,1,2
7903-3252,rdp_user,172.16.0.117,3389,connected,2025-07-28 00:28:03,0,0,5,274,0,1,1
9898-2410,user1,10.0.0.150,3389,disconnected,2025-07-11 19:07:44,19,4,9,57,1,1,2
4251-7655,test,10.0.0.35,3389,disconnected,2025-07-13 11:57:23,11,6,8,183,1,1,2
5426-9744,remote,203.0.113.210,3389,disconnected,2025-07-25 18:50:50,18,4,6,1140,1,1,0
7175-2877,john,203.0.113.232,3389,connected,2025-07-02 18:21:38,18,2,4,1164,0,1,0
7318-4479,john,198.51.100.15,3389,failed,2025-07-14 21:19:56,21,0,4,818,2,1,0
4078-9337,guest,203.0.113.63,3389,disconnected,2025-07-21 21:38:33,21,0,3,1230,1,1,0
2730-9422,bob,172.16.0.108,3389,failed,2025-07-09 20:05:27,20,2,2,264,2,1,2
4684-8354,bob,172.16.0.243,3389,connected,2025-07-12 08:28:04,8,5,2,414,0,1,1
9384-4262,john,192.168.1.139,3389,failed,2025-07-13 10:59:54,10,6,4,552,2,1,1
5245-7729,john,198.51.100.161,3389,disconnected,2025-07-04 16:41:11,16,4,4,831,1,1,0
9232-3003,guest,192.168.1.186,3389,failed,2025-07-10 14:15:02,14,3,3,604,2,1,2
2999-3564,alice,10.0.0.21,3389,connected,2025-07-21 20:43:13,20,0,1,123,0,1,2
3343-3688,user1,172.16.0.107,3389,connected,2025-07-16 22:45:56,22,2,9,263,0,1,2
3248-1056,admin,198.51.100.30,3389,disconnected,2025-07-24 00:37:17,0,3,0,940,1,1,1
4679-1756,john,172.16.0.41,3389,failed,2025-07-05 19:22:36,19,5,4,444,2,1,2
4833-1725,root,10.0.0.13,3389,failed,2025-07-12 18:49:35,18,5,7,34,2,1,2
9903-3642,remote,198.51.100.147,3389,connected,2025-07-29 21:38:04,21,1,6,815,0,1,0
8646-5244,alice,198.51.100.19,3389,disconnected,2025-07-16 05:43:38,5,2,1,862,1,1,1
2208-4050,remote,172.16.0.101,3389,disconnected,2025-07-26 23:04:43,23,5,6,257,1,1,2
4727-2062,test,192.168.1.26,3389,disconnected,2025-07-14 05:31:21,5,0,8,681,1,1,1
3781-3351,root,10.0.0.158,3389,connected,2025-07-17 20:14:02,20,3,7,65,0,1,2
8242-8213,admin,198.51.100.99,3389,disconnected,2025-07-25 21:11:32,21,4,0,1015,1,1,0
8328-8289,john,203.0.113.136,3389,failed,2025-07-24 00:21:15,0,3,4,1057,2,1,1
8026-1032,guest,10.0.0.45,3389,failed,2025-07-15 09:27:04,9,1,3,194,2,1,2
6060-8369,guest,198.51.100.175,3389,failed,2025-07-21 18:37:48,18,0,3,846,2,1,0
5813-8201,admin,10.0.0.223,3389,failed,2025-07-07 02:43:28,2,0,0,138,2,-1,1
4009-8815,bob,10.0.0.38,3389,connected,2025-07-26 03:48:20,3,5,2,186,0,1,1
1415-6368,alice,172.16.0.70,3389,disconnected,2025-07-21 03:05:32,3,0,1,476,1,1,1
5772-3597,guest,198.51.100.172,3389,connected,2025-07-06 07:22:06,7,6,3,843,0,1,1
3633-9790,alice,172.16.0.155,3389,failed,2025-07-08 03:30:40,3,1,1,316,2,1,1
2059-5001,root,172.16.0.172,3389,failed,2025-07-03 16:34:07,16,3,7,335,2,1,2
8517-4912,test,10.0.0.4,3389,disconnected,2025-07-15 13:16:58,13,1,8,188,1,1,2
7989-4755,john,203.0.113.229,3389,failed,2025-07-17 16:31:29,16,3,4,1160,2,1,0
4362-1301,root,172.16.0.174,3389,disconnected,2025-07-13 10:07:39,10,6,7,337,1,1,2
8785-4872,admin,198.51.100.9,3389,failed,2025-07-27 06:46:12,6,6,0,1005,2,1,1
7616-3875,root,198.51.100.254,3389,connected,2025-07-10 03:31:18,3,3,7,934,0,1,1
1983-7724,admin,203.0.113.73,3389,connected,2025-07-29 20:51:31,20,1,0,1241,0,1,0
5219-9771,john,192.168.1.81,3389,failed,2025-07-15 01:05:25,1,1,4,742,2,1,1
4728-2048,bob,198.51.100.238,3389,connected,2025-07-03 11:18:07,11,3,2,916,0,1,0
4769-1743,alice,198.51.100.161,3389,disconnected,2025-07-03 05:14:20,5,3,1,831,1,1,1
6200-3782,rdp_user,192.168.1.97,3389,connected,2025-07-05 01:28:27,1,5,5,759,0,1,1
7637-3733,rdp_user,203.0.113.116,3389,connected,2025-07-05 01:25:40,1,5,5,1035,0,1,1
9975-2966,john,10.0.0.58,3389,disconnected,2025-07-02 13:16:27,13,2,4,208,1,1,2
9901-4890,bob,198.51.100.173,3389,connected,2025-07-05 22:38:48,22,5,2,844,0,1,0
4470-2538,root,198.51.100.170,3389,disconnected,2025-07-27 16:41:42,16,6,7,841,1,1,0
7782-4016,rdp_user,192.168.1.196,3389,disconnected,2025-07-25 20:43:49,20,4,5,615,1,1,2
6456-2774,john,198.51.100.75,3389,connected,2025-07-03 22:13:53,22,3,4,989,0,1,0
4883-5657,bob,203.0.113.68,3389,disconnected,2025-07-15 19:52:13,19,1,2,1235,1,1,0
8475-7129,test,192.168.1.241,3389,disconnected,2025-07-19 14:00:01,14,5,8,666,1,1,0
9183-4453,user1,10.0.0.82,3389,failed,2025-07-04 16:23:12,16,4,9,235,2,1,2
5663-6731,user1,10.0.0.242,3389,disconnected,2025-07-13 11:44:00,11,6,9,159,1,1,2
1759-8115,user1,172.16.0.100,3389,disconnected,2025-07-17 07:28:29,7,3,9,256,1,1,2
4591-6567,remote,198.51.100.125,3389,connected,2025-07-20 23:25:51,23,6,6,791,0,1,0
1293-5167,alice,192.168.1.183,3389,connected,2025-07-16 05:12:46,5,2,1,601,0,1,1
5675-5855,root,192.168.1.218,3389,disconnected,2025-07-28 16:23:14,16,0,7,640,1,1,2
1035-9521,user1,192.168.1.235,3389,disconnected,2025-07-28 21:51:54,21,0,9,659,1,1,2
4677-5073,remote,10.0.0.173,3389,disconnected,2025-07-12 00:35:26,0,5,6,82,1,1,1
9256-4713,user1,192.168.1.172,3389,failed,2025-07-21 07:25:44,7,0,9,589,2,1,1
7431-2800,root,192.168.1.82,3389,disconnected,2025-07-24 09:04:32,9,3,7,743,1,1,1
3282-4596,guest,10.0.0.126,3389,connected,2025-07-18 10:03:02,10,4,3,30,0,1,2
3391-6453,alice,172.16.0.128,3389,connected,2025-07-04 19:30:15,19,4,1,286,0,1,2
9683-2497,alice,198.51.100.207,3389,failed,2025-07-14 18:46:47,18,0,1,882,2,1,0
6885-1731,admin,10.0.0.136,3389,failed,2025-07-20 05:23:35,5,6,0,41,2,-1,1
